Drug_Name,Target,earlist data,oldest date
ranolazine,Bradycardia,"2021, 6, 23","2001, 5, 2"
rotigotine,Electrocardiogram T wave abnormal,NA,#N/A
esmolol,Cardiac arrest,"2022, 11, 28","2000, 3, 29"
esmolol,Cardiac disorder,"2022, 10, 28","2016, 10, 11"
esmolol,Cardiac failure,"2022, 11, 6","2000, 3, 29"
esmolol,Cardiac failure congestive,"2022, 11, 6","2000, 5, 18"
esmolol,Myocardial infarction,"2022, 7, 8","2000, 7, 21"
esmolol,Myocardial ischaemia,"2022, 6, 2","2005, 2, 3"
esmolol,Inferior myocardial infarction,NA,#N/A
esmolol,Bradycardia,"2020, 6, 20","2000, 1, 29"
esmolol,Electrocardiogram ST segment depression,"2003, 9, 27","2000, 5, 29"
esmolol,Electrocardiogram abnormal,"2022, 3, 31","2000, 1, 29"
tamsulosin,Cardiac disorder,"2021, 2, 14","2002, 1, 5"
tamsulosin,Tachycardia,"2021, 5, 8","2015, 7, 8"
amlodipine,Cardiac failure,"2022, 11, 9","2014, 5, 23"
amlodipine,Myocardial infarction,"2022, 6, 9","2010, 6, 23"
dexmedetomidine,Cardiac output decreased,"2022, 12, 6","2000, 10, 26"
dexmedetomidine,Cardiovascular disorder,"2022, 11, 29","2021, 11, 25"
dexmedetomidine,Cardiac arrest,"2022, 9, 30","2004, 11, 27"
dexmedetomidine,Cardiac disorder,"2022, 11, 29","2021, 4, 8"
dexmedetomidine,Myocardial infarction,"2022, 11, 29","2002, 7, 30"
dexmedetomidine,Tachycardia,"2022, 11, 23","2016, 10, 26"
dexmedetomidine,Supraventricular tachycardia,"2022, 4, 27","2008, 1, 1"
dexmedetomidine,Ventricular tachycardia,"2022, 8, 27","2004, 7, 22"
dexmedetomidine,Myocardial ischaemia,"2022, 11, 29","2017, 9, 16"
dexmedetomidine,Bradycardia,"2022, 12, 1","2021, 11, 9"
dexmedetomidine,Electrocardiogram T wave inversion,NA,#N/A
dexmedetomidine,Sinus tachycardia,"2021, 1, 17","2008, 1, 1"
cidofovir,Cardiovascular disorder,"2020, 4, 17","2000, 11, 9"
cidofovir,Cardiac failure congestive,"2018, 12, 12","2002, 6, 25"
cidofovir,Tachycardia,NA,#N/A
cidofovir,Cardiomyopathy,"2018, 12, 12","2011, 12, 2"
rocuronium,Cardiovascular disorder,"2022, 4, 19","2014, 9, 10"
rocuronium,Tachycardia,"2022, 1, 13","2000, 3, 29"
rocuronium,Electrocardiogram abnormal,"2020, 9, 15","2004, 3, 26"
ibutilide,Cardiac failure congestive,"2021, 12, 18","2000, 4, 14"
ibutilide,Tachycardia,"2022, 6, 26","2000, 3, 10"
ibutilide,Sinus tachycardia,"2022, 6, 11","2000, 4, 14"
ibutilide,Supraventricular tachycardia,"2022, 6, 11","2000, 1, 11"
ibutilide,Sinus bradycardia,"2020, 4, 7","2006, 1, 28"
ibutilide,Monomorphic ventricular tachycardia,"2013, 4, 16","2000, 4, 14"
ibutilide,Ventricular tachycardia,"2022, 6, 26","2000, 1, 11"
ibutilide,Multifocal ventricular tachycardia,NA,#N/A
ibutilide,Bradycardia,"2020, 4, 7","2001, 4, 20"
saquinavir,Cardiovascular disorder,"2021, 8, 17","2000, 1, 7"
saquinavir,Cardiac disorder,"2021, 8, 17","2002, 3, 27"
saquinavir,Cardiac murmur,NA,#N/A
saquinavir,Cardiac valve disease,NA,#N/A
aripiprazole,Cardiac arrest,"2022, 10, 2","2009, 5, 16"
aripiprazole,Cardiac disorder,"2022, 11, 12","2002, 10, 5"
aripiprazole,Cardiomegaly,NA,#N/A
aripiprazole,Cardiac failure,"2021, 12, 10","2014, 1, 18"
aripiprazole,Cardiac murmur,NA,#N/A
aripiprazole,Myocardial infarction,"2022, 2, 10","2009, 1, 6"
aripiprazole,Tachycardia,"2022, 7, 2","2005, 6, 24"
aripiprazole,Sinus tachycardia,"2018, 5, 11","2008, 7, 23"
aripiprazole,Supraventricular tachycardia,"2021, 4, 10","2009, 7, 10"
aripiprazole,Ventricular tachycardia,"2022, 2, 10","2004, 10, 30"
aripiprazole,Myocardial ischaemia,"2013, 2, 26","2008, 4, 26"
aripiprazole,Electrocardiogram QT prolonged,"2021, 3, 30","2003, 11, 25"
aripiprazole,Bradycardia,"2022, 7, 2","2007, 9, 29"
aripiprazole,Electrocardiogram T wave amplitude decreased,NA,#N/A
aripiprazole,Electrocardiogram T wave abnormal,NA,#N/A
aripiprazole,Electrocardiogram T wave inversion,NA,#N/A
aripiprazole,Electrocardiogram abnormal,"2021, 3, 30","2008, 3, 28"
aripiprazole,Electrocardiogram PR prolongation,NA,#N/A
aripiprazole,Cardio-respiratory arrest,"2022, 5, 11","2009, 5, 16"
aripiprazole,Electrocardiogram QT corrected interval prolonged,"2022, 9, 24","2003, 11, 25"
aripiprazole,Electrocardiogram ST segment abnormal,NA,#N/A
aripiprazole,Cardiomyopathy,"2021, 12, 10","2005, 4, 1"
aripiprazole,ECG signs of myocardial ischaemia,NA,#N/A
aripiprazole,Cardiopulmonary failure,"2021, 12, 10","2021, 12, 10"
remifentanil,Cardiac output decreased,"2021, 5, 12","2003, 6, 7"
remifentanil,Cardiac arrest,"2022, 1, 20","2000, 6, 9"
remifentanil,Cardiac disorder,"2022, 10, 28","2016, 2, 26"
remifentanil,Pericarditis,NA,#N/A
remifentanil,Tachycardia,"2022, 9, 27","2001, 6, 27"
remifentanil,Myocardial ischaemia,"2022, 7, 13","2001, 1, 3"
remifentanil,Bradycardia,"2022, 11, 10","2013, 4, 23"
remifentanil,Electrocardiogram change,"2021, 3, 20","2002, 3, 22"
tiotropium,Tachycardia,"2015, 7, 5","2007, 11, 27"
tiotropium,Supraventricular tachycardia,NA,#N/A
tiotropium,Ventricular tachycardia,NA,#N/A
tiotropium,Cardiac death,"2022, 10, 23","2005, 6, 7"
duloxetine,Cardiac disorder,"2022, 10, 18","2006, 6, 16"
duloxetine,Cardiac failure,"2021, 6, 30","2008, 5, 1"
duloxetine,Cardiac failure congestive,"2021, 6, 30","2008, 5, 1"
duloxetine,Myocardial infarction,"2022, 9, 23","2008, 9, 5"
duloxetine,Tachycardia,"2022, 10, 21","2008, 5, 1"
duloxetine,Supraventricular tachycardia,NA,#N/A
duloxetine,Cardiac fibrillation,"2020, 3, 7","2020, 3, 7"
pemetrexed,Myocardial infarction,"2020, 8, 4","2006, 1, 13"
pemetrexed,Ventricular tachycardia,NA,#N/A
pemetrexed,Myocardial ischaemia,"2009, 6, 2","2009, 6, 2"
ziprasidone,Cardiac disorder,"2022, 10, 26","2003, 5, 23"
ziprasidone,Cardiomegaly,NA,#N/A
ziprasidone,Myocarditis,"2019, 9, 11","2009, 5, 9"
ziprasidone,Tachycardia,"2022, 7, 2","2001, 11, 3"
ziprasidone,Bradycardia,"2022, 7, 2","2002, 7, 12"
ziprasidone,Electrocardiogram QT corrected interval prolonged,"2019, 2, 2","2003, 8, 19"
ziprasidone,Electrocardiogram QT prolonged,"2022, 5, 28","2001, 11, 3"
levosimendan,Cardiac disorder,"2022, 11, 29","2020, 10, 27"
levosimendan,Cardiac failure,"2022, 11, 29","2020, 12, 19"
levosimendan,Tachycardia,"2022, 11, 8","2001, 6, 19"
levosimendan,Ventricular tachycardia,"2022, 11, 8","2000, 9, 12"
levosimendan,Myocardial ischaemia,"2022, 10, 5","2015, 6, 10"
capecitabine,Oedema due to cardiac disease,"2010, 2, 6","2010, 2, 6"
capecitabine,Cardiac arrest,"2022, 9, 27","2010, 2, 25"
capecitabine,Cardiac disorder,"2022, 7, 8","2009, 7, 9"
capecitabine,Cardiac failure,"2022, 7, 8","2004, 2, 11"
capecitabine,Myocardial infarction,"2022, 3, 30","2005, 5, 19"
capecitabine,Myocarditis,"2021, 3, 13","2019, 10, 8"
capecitabine,Pericardial effusion,"2022, 1, 21","2014, 10, 31"
capecitabine,Tachycardia,"2022, 11, 20","2009, 3, 25"
capecitabine,Sinus tachycardia,"2016, 9, 21","2010, 11, 10"
capecitabine,Supraventricular tachycardia,"2022, 6, 1","2022, 6, 1"
capecitabine,Myocardial ischaemia,"2022, 6, 2","2001, 7, 4"
capecitabine,Cardiac pain,"2022, 9, 27","2003, 3, 13"
capecitabine,Bradycardia,"2011, 12, 22","2011, 12, 22"
capecitabine,Cardiomyopathy,"2022, 7, 8","2003, 10, 18"
trovafloxacin,Tachycardia,"2005, 6, 9","2005, 6, 9"
trovafloxacin,Bradycardia,NA,#N/A
testosterone,Cardiovascular disorder,"2022, 12, 6","2022, 3, 26"
reboxetine,Cardiac disorder,"2018, 5, 19","2000, 3, 7"
reboxetine,Tachycardia,"2009, 2, 17","2000, 1, 5"
reboxetine,Sinus tachycardia,NA,#N/A
reboxetine,Myocardial ischaemia,"2008, 9, 13","2008, 9, 13"
reboxetine,Bradycardia,"2020, 3, 11","2020, 3, 11"
reboxetine,Electrocardiogram abnormal,NA,#N/A
reboxetine,Electrocardiogram change,"2003, 6, 11","2000, 1, 5"
brinzolamide,Cardiac disorder,"2013, 11, 8","2013, 11, 8"
brinzolamide,Tachycardia,NA,#N/A
brinzolamide,Bradycardia,"2020, 6, 3","2013, 11, 8"
brinzolamide,Cardio-respiratory distress,NA,#N/A
ropivacaine,Cardiac output decreased,"2018, 11, 13","2001, 4, 20"
ropivacaine,Cardiac arrest,"2022, 10, 15","2000, 6, 9"
ropivacaine,Cardiac disorder,"2022, 10, 28","2008, 6, 21"
ropivacaine,Myocardial infarction,"2019, 9, 15","2002, 1, 29"
ropivacaine,Tachycardia,"2022, 11, 23","2000, 10, 26"
ropivacaine,Ventricular tachycardia,"2022, 1, 3","2000, 11, 30"
ropivacaine,Tachycardia foetal,"2014, 6, 13","2014, 6, 13"
ropivacaine,Bradycardia foetal,"2014, 6, 13","2014, 6, 13"
ropivacaine,Bradycardia,"2022, 11, 23","2001, 12, 26"
ropivacaine,Electrocardiogram ST segment,"2020, 1, 8","2003, 12, 24"
nebivolol,Cardiac disorder,"2022, 4, 17","2012, 12, 5"
nebivolol,Myocardial infarction,"2022, 2, 25","2001, 6, 26"
nebivolol,Bradycardia,"2021, 7, 20","2007, 2, 28"
mivacurium,Cardiac disorder,"2022, 3, 12","2008, 3, 22"
mivacurium,Tachycardia,"2002, 2, 14","2002, 2, 14"
mivacurium,Bradycardia,"2009, 8, 28","2009, 8, 28"
dofetilide,Cardiac arrest,"2022, 10, 24","2000, 12, 1"
dofetilide,Cardiac failure,"2022, 5, 3","2001, 7, 18"
dofetilide,Myocardial infarction,"2020, 8, 31","2001, 1, 6"
dofetilide,Supraventricular tachycardia,"2015, 11, 12","2000, 10, 31"
dofetilide,Ventricular tachycardia,"2022, 11, 6","2008, 7, 19"
dofetilide,Bradycardia,"2022, 8, 23","2001, 2, 13"
iloperidone,Cardiac disorder,"2017, 12, 26","2008, 5, 6"
iloperidone,Cardiac failure,NA,#N/A
iloperidone,Tachycardia,"2022, 7, 2","2011, 2, 4"
darifenacin,Tachycardia,"2009, 12, 8","2002, 12, 21"
bleomycin,Myocardial infarction,"2022, 10, 6","2000, 12, 29"
bleomycin,Pleuropericarditis,"2011, 11, 29","2004, 1, 15"
gemifloxacin,Congestive cardiomyopathy,NA,#N/A
gemifloxacin,Cardiac disorder,"2019, 4, 21","2007, 1, 24"
gemifloxacin,Tachycardia,"2011, 12, 14","2011, 12, 14"
gemifloxacin,Supraventricular tachycardia,NA,#N/A
gemifloxacin,Electrocardiogram QT prolonged,"2011, 12, 14","2011, 12, 14"
frovatriptan,Cardiovascular disorder,"2019, 12, 6","2003, 5, 13"
frovatriptan,Myocardial infarction,"2015, 3, 31","2015, 3, 31"
frovatriptan,Tachycardia,NA,#N/A
frovatriptan,Ventricular tachycardia,NA,#N/A
frovatriptan,Myocardial ischaemia,"2015, 3, 31","2003, 8, 9"
frovatriptan,Bradycardia,NA,#N/A
frovatriptan,Electrocardiogram abnormal,"2004, 5, 19","2004, 5, 19"
eletriptan,Myocardial infarction,"2014, 8, 27","2014, 8, 27"
eletriptan,Tachycardia,"2012, 2, 7","2012, 2, 7"
eletriptan,Ventricular tachycardia,NA,#N/A
eletriptan,Myocardial ischaemia,"2016, 9, 2","2000, 3, 31"
eletriptan,Bradycardia,NA,#N/A
rosiglitazone,Cardiac disorder,"2022, 11, 27","2014, 6, 4"
rosiglitazone,Cardiac failure,"2022, 10, 28","2011, 11, 29"
rosiglitazone,Cardiac failure congestive,"2022, 10, 28","2011, 7, 2"
rosiglitazone,Myocardial infarction,"2022, 9, 24","2011, 6, 15"
rosiglitazone,Myocardial ischaemia,"2022, 9, 24","2010, 10, 15"
ketorolac,Cardiac disorder,"2022, 9, 3","2000, 4, 12"
ketorolac,Cardiac failure,"2022, 9, 7","2002, 1, 17"
ketorolac,Ventricular tachycardia,"2022, 8, 27","2012, 6, 14"
nelarabine,Cardiac disorder,"2016, 9, 13","2016, 9, 13"
nelarabine,Sinus tachycardia,NA,#N/A
nelarabine,Non-cardiac chest pain,NA,#N/A
raltitrexed,Cardiac failure congestive,NA,#N/A
raltitrexed,Sinus tachycardia,NA,#N/A
raltitrexed,Supraventricular tachycardia,NA,#N/A
vardenafil,Cardiovascular disorder,"2022, 9, 27","2010, 2, 2"
vardenafil,Cardiac disorder,"2022, 4, 8","2001, 6, 14"
vardenafil,Myocardial infarction,"2022, 8, 30","2004, 4, 30"
vardenafil,Tachycardia,"2011, 8, 5","2004, 10, 13"
vardenafil,Sudden cardiac death,"2020, 12, 3","2020, 12, 3"
vardenafil,Myocardial ischaemia,"2022, 8, 30","2001, 6, 14"
tadalafil,Cardiovascular disorder,"2022, 6, 16","2018, 7, 4"
tadalafil,Cardiac disorder,"2022, 6, 16","2013, 4, 19"
tadalafil,Myocardial infarction,"2022, 10, 8","2003, 11, 12"
tadalafil,Tachycardia,"2022, 2, 5","2004, 6, 30"
tadalafil,Sudden cardiac death,"2020, 12, 3","2020, 12, 3"
tadalafil,Sinus bradycardia,NA,#N/A
tadalafil,Non-cardiac chest pain,NA,#N/A
paliperidone,Cardiac arrest,NA,#N/A
paliperidone,Cardiac disorder,"2022, 6, 14","2004, 7, 21"
paliperidone,Tachycardia,"2022, 8, 30","2007, 12, 1"
paliperidone,Sinus tachycardia,"2020, 12, 15","2009, 6, 30"
paliperidone,Ventricular tachycardia,"2020, 12, 15","2016, 6, 6"
paliperidone,Electrocardiogram QT prolonged,"2020, 11, 25","2009, 7, 25"
paliperidone,Bradycardia,"2022, 7, 2","2022, 7, 2"
paliperidone,Electrocardiogram T wave abnormal,NA,#N/A
paliperidone,Electrocardiogram T wave inversion,NA,#N/A
paliperidone,Electrocardiogram abnormal,"2016, 6, 28","2008, 5, 10"
paliperidone,Electrocardiogram QT corrected interval prolonged,"2014, 12, 20","2014, 12, 20"
paliperidone,Postural orthostatic tachycardia syndrome,NA,#N/A
clofarabine,Cardiac disorder,"2020, 5, 1","2009, 8, 4"
clofarabine,Pericardial effusion,NA,#N/A
clofarabine,Pericarditis,NA,#N/A
clofarabine,Tachycardia,"2017, 2, 24","2017, 2, 24"
valdecoxib,Cardiac failure congestive,"2022, 10, 12","2005, 2, 17"
valdecoxib,Cardiac murmur,NA,#N/A
valdecoxib,Cardiac valve disease,NA,#N/A
valdecoxib,Myocardial infarction,"2022, 10, 12","2003, 6, 28"
valdecoxib,Pericarditis,NA,#N/A
valdecoxib,Tachycardia,"2006, 4, 4","2006, 4, 4"
valdecoxib,Myocardial ischaemia,"2018, 3, 15","2003, 6, 28"
valdecoxib,Bradycardia,NA,#N/A
valdecoxib,Electrocardiogram abnormal,NA,#N/A
valdecoxib,Cardiomyopathy,"2017, 3, 10","2017, 3, 10"
parecoxib,Cardiac disorder,"2022, 9, 3","2005, 6, 25"
parecoxib,Cardiac failure congestive,"2010, 7, 20","2005, 2, 17"
parecoxib,Myocardial infarction,"2021, 1, 5","2002, 5, 11"
parecoxib,Tachycardia,"2006, 10, 4","2001, 7, 24"
parecoxib,Bradycardia,"2017, 8, 15","2017, 8, 15"
rasagiline,Cardiac disorder,"2016, 4, 12","2004, 12, 2"
rasagiline,Cardiac failure,"2015, 4, 23","2015, 4, 23"
rasagiline,Myocardial infarction,"2017, 8, 5","2015, 4, 23"
rasagiline,Ventricular tachycardia,NA,#N/A
almotriptan,Cardiac disorder,"2002, 9, 28","2000, 11, 15"
almotriptan,Myocardial infarction,NA,#N/A
almotriptan,Tachycardia,NA,#N/A
almotriptan,Ventricular tachycardia,NA,#N/A
almotriptan,Myocardial ischaemia,"2012, 8, 21","2002, 7, 19"
almotriptan,Acute myocardial infarction,NA,#N/A
etoricoxib,Cardiac arrest,"2018, 9, 5","2018, 9, 5"
etoricoxib,Cardiac disorder,"2022, 9, 6","2006, 1, 6"
etoricoxib,Cardiac failure congestive,"2022, 9, 6","2004, 3, 5"
etoricoxib,Myocardial infarction,"2022, 5, 20","2005, 8, 9"
desloratadine,Cardiac disorder,"2020, 11, 4","2002, 6, 8"
desloratadine,Tachycardia,"2020, 11, 4","2004, 12, 3"
desloratadine,Electrocardiogram abnormal,NA,#N/A
desvenlafaxine,Cardiac disorder,"2022, 8, 30","2006, 4, 28"
desvenlafaxine,Myocardial infarction,"2020, 10, 17","2014, 12, 3"
desvenlafaxine,Tachycardia,"2019, 3, 7","2015, 2, 7"
desvenlafaxine,Myocardial ischaemia,"2018, 11, 30","2018, 11, 30"
fosamprenavir,Cardiac disorder,"2021, 2, 26","2006, 9, 26"
fosamprenavir,Myocardial infarction,"2021, 2, 26","2006, 11, 15"
pomalidomide,Cardiac disorder,"2020, 5, 1","2011, 1, 26"
pomalidomide,Cardiac failure congestive,"2022, 4, 17","2017, 8, 10"
drospirenone,Myocardial infarction,"2021, 8, 18","2007, 3, 17"
pralatrexate,Tachycardia,NA,#N/A
pralatrexate,Cardio-respiratory arrest,NA,#N/A
ospemifene,Cardiovascular disorder,"2022, 11, 12","2002, 7, 6"
atazanavir,Cardiac arrest,"2020, 10, 16","2020, 10, 16"
atazanavir,Cardiac disorder,"2022, 8, 16","2006, 3, 28"
atazanavir,Myocarditis,"2014, 1, 11","2014, 1, 11"
atazanavir,Electrocardiogram QT corrected interval prolonged,"2022, 8, 16","2008, 6, 19"
atazanavir,Electrocardiogram QT prolonged,"2022, 8, 16","2007, 2, 17"
palonosetron,Tachycardia,"2017, 9, 26","2017, 9, 26"
palonosetron,Sinus tachycardia,NA,#N/A
palonosetron,Myocardial ischaemia,"2015, 3, 20","2015, 3, 20"
palonosetron,Bradycardia,"2016, 8, 12","2016, 8, 12"
palonosetron,Cardiac disorder,"2020, 10, 20","2013, 10, 17"
palonosetron,Sinus bradycardia,NA,#N/A
palonosetron,Electrocardiogram QT prolonged,"2014, 9, 10","2005, 9, 1"
palonosetron,Electrocardiogram T wave amplitude decreased,NA,#N/A
palonosetron,Electrocardiogram QT corrected interval prolonged,"2013, 12, 24","2005, 9, 1"
solifenacin,Cardiac disorder,"2016, 5, 26","2002, 7, 18"
solifenacin,Tachycardia,"2018, 10, 24","2008, 10, 1"
bazedoxifene,Cardiac disorder,"2017, 1, 31","2009, 10, 16"
asenapine,Tachycardia,NA,#N/A
asenapine,Cardiac disorder,"2018, 5, 8","2009, 10, 22"
asenapine,Sinus tachycardia,NA,#N/A
asenapine,Sinus bradycardia,NA,#N/A
asenapine,Electrocardiogram QT prolonged,"2018, 5, 8","2009, 10, 22"
varenicline,Cardiac flutter,NA,#N/A
varenicline,Cardiac disorder,"2022, 2, 4","2006, 2, 24"
varenicline,Myocardial infarction,"2022, 9, 27","2007, 6, 9"
varenicline,Tachycardia,"2014, 11, 21","2014, 11, 21"
varenicline,Bradycardia,"2016, 3, 8","2016, 3, 8"
varenicline,Electrocardiogram T wave amplitude decreased,NA,#N/A
varenicline,Electrocardiogram ST segment depression,NA,#N/A
varenicline,Electrocardiogram abnormal,"2018, 11, 13","2018, 11, 13"
erlotinib,Cardiovascular disorder,"2022, 11, 12","2004, 11, 13"
erlotinib,Myocardial infarction,"2020, 5, 1","2007, 9, 28"
dronedarone,Cardiac disorder,"2022, 11, 19","2015, 8, 4"
dronedarone,Cardiac failure,"2022, 4, 29","2010, 12, 4"
dronedarone,Cardiac failure congestive,"2022, 4, 29","2010, 12, 4"
dronedarone,Bradycardia,"2022, 10, 19","2006, 9, 8"
darunavir,Cardiac disorder,"2021, 9, 8","2014, 11, 14"
darunavir,Myocardial infarction,"2021, 9, 8","2016, 9, 30"
darunavir,Myocarditis,NA,#N/A
darunavir,Tachycardia,"2020, 5, 18","2020, 5, 18"
darunavir,Sinus bradycardia,"2017, 9, 3","2017, 9, 3"
darunavir,Acute myocardial infarction,"2021, 9, 8","2021, 9, 8"
darunavir,Bradycardia,"2017, 9, 3","2017, 9, 3"
darunavir,Electrocardiogram abnormal,"2020, 11, 23","2020, 11, 23"
lurasidone,Cardiovascular disorder,"2022, 9, 23","2012, 1, 11"
lurasidone,Cardiac disorder,"2022, 7, 12","2014, 9, 17"
lurasidone,Tachycardia,"2022, 7, 2","2014, 9, 17"
lurasidone,Bradycardia,"2022, 7, 2","2022, 7, 2"
lurasidone,Electrocardiogram change,"2021, 8, 26","2009, 6, 6"
lenalidomide,Cardiac arrest,"2022, 11, 4","2014, 11, 29"
lenalidomide,Cardiac disorder,"2022, 10, 4","2006, 9, 30"
lenalidomide,Cardiac failure,"2022, 11, 4","2008, 7, 17"
lenalidomide,Cardiac failure congestive,"2022, 10, 4","2008, 7, 19"
lenalidomide,Myocardial infarction,"2022, 7, 22","2010, 12, 29"
lenalidomide,Cardiogenic shock,NA,#N/A
lenalidomide,Tachycardia,"2022, 2, 4","2014, 5, 23"
lenalidomide,Supraventricular tachycardia,"2021, 1, 7","2021, 1, 7"
lenalidomide,Myocardial ischaemia,"2021, 11, 25","2009, 3, 17"
lenalidomide,Bradycardia,"2020, 5, 28","2020, 5, 28"
lenalidomide,Cardio-respiratory arrest,"2017, 3, 21","2014, 5, 23"
lenalidomide,Cardiomyopathy,"2022, 3, 12","2010, 4, 17"
lasofoxifene,Cardiac disorder,"2010, 11, 17","2009, 5, 5"
lasofoxifene,Cardiomegaly,NA,#N/A
lasofoxifene,Cardiac failure,"2005, 11, 18","2005, 11, 18"
lasofoxifene,Tachycardia,NA,#N/A
lasofoxifene,Electrocardiogram T wave abnormal,NA,#N/A
silodosin,Cardiac disorder,"2010, 3, 12","2010, 3, 12"
silodosin,Tachycardia,"2016, 10, 18","2016, 10, 18"
sulfasalazine,Cardiac disorder,"2022, 5, 12","2001, 10, 24"
sulfasalazine,Myocarditis,"2022, 1, 26","2002, 3, 15"
sulfasalazine,Pericarditis,"2021, 11, 2","2000, 11, 21"
sulfasalazine,Eosinophilic myocarditis,"2014, 12, 23","2014, 12, 23"
balsalazide,Myocarditis,"2014, 4, 3","2014, 4, 3"
balsalazide,Pericarditis,"2021, 4, 23","2013, 1, 31"
balsalazide,Tachycardia,NA,#N/A
tegaserod,Cardiac disorder,"2020, 2, 23","2002, 10, 3"
tegaserod,Supraventricular tachycardia,"2002, 10, 3","2002, 10, 3"
tapentadol,Cardiac disorder,"2017, 7, 22","2017, 7, 22"
tapentadol,Tachycardia,"2019, 5, 30","2010, 3, 31"
tapentadol,Bradycardia,NA,#N/A
indacaterol,Cardiac disorder,"2021, 4, 18","2010, 12, 21"
indacaterol,Tachycardia,"2013, 2, 5","2013, 2, 5"
indacaterol,Myocardial ischaemia,"2015, 4, 1","2015, 4, 1"
vilazodone,Cardiac disorder,"2020, 10, 17","2013, 4, 25"
fesoterodine,Cardiac disorder,"2018, 7, 12","2018, 7, 12"
fesoterodine,Tachycardia,"2018, 7, 12","2018, 7, 12"
fesoterodine,Electrocardiogram QT corrected interval,"2010, 4, 28","2010, 4, 28"
fesoterodine,Electrocardiogram QT interval,"2010, 4, 28","2010, 4, 28"
mirabegron,Cardiac disorder,"2022, 10, 21","2013, 6, 19"
mirabegron,Tachycardia,"2022, 9, 11","2014, 12, 19"
avanafil,Cardiac disorder,"2022, 4, 8","2013, 4, 18"
avanafil,Cardiac murmur,NA,#N/A
avanafil,Tachycardia,NA,#N/A
avanafil,Electrocardiogram abnormal,NA,#N/A
aclidinium,Cardiac failure,"2021, 6, 10","2013, 5, 18"
aclidinium,Tachycardia,NA,#N/A
aclidinium,Cardio-respiratory arrest,NA,#N/A
umeclidinium,Cardiac disorder,"2020, 6, 7","2015, 7, 28"
umeclidinium,Tachycardia,"2014, 7, 13","2014, 7, 13"
umeclidinium,Sinus tachycardia,NA,#N/A
umeclidinium,Supraventricular tachycardia,"2014, 7, 13","2014, 7, 13"
piroxicam,Cardiac failure congestive,"2021, 2, 23","2001, 1, 3"
piroxicam,Myocardial infarction,"2021, 2, 23","2003, 5, 2"
piroxicam,Tachycardia,"2014, 4, 23","2014, 4, 23"
tenoxicam,Cardiac disorder,"2017, 7, 27","2017, 7, 27"
tenoxicam,Cardiac failure,NA,#N/A
tenoxicam,Myocardial infarction,NA,#N/A
,,,#N/A
